Gene1,Gene2,Gene1_Description,Gene2_Description,Gene1_Pathways,Gene2_Pathways,Class,Relation
K-RAS2B,PKS2,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
K-RAS2B,RAFA1,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
K-RAS4A,ARAF,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
K-RAS4A,A-RAF,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
K-RAS4A,ARAF1,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
K-RAS4A,PKS2,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
K-RAS4A,RAFA1,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
K-RAS4B,ARAF,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
K-RAS4B,A-RAF,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
K-RAS4B,ARAF1,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
K-RAS4B,PKS2,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
K-RAS4B,RAFA1,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
K-RAS,ARAF,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
K-RAS,A-RAF,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
K-RAS,ARAF1,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
K-RAS,PKS2,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
K-RAS,RAFA1,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
K-RAS_2,ARAF,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
K-RAS_2,A-RAF,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
K-RAS_2,ARAF1,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
K-RAS_2,PKS2,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
K-RAS_2,RAFA1,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
KI-RAS,ARAF,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
KI-RAS,A-RAF,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
KI-RAS,ARAF1,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
KI-RAS,PKS2,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
KI-RAS,RAFA1,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
KRAS1,ARAF,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
KRAS1,A-RAF,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
KRAS1,ARAF1,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
KRAS1,PKS2,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
KRAS1,RAFA1,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
KRAS2,ARAF,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
KRAS2,A-RAF,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
KRAS2,ARAF1,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
KRAS2,PKS2,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
KRAS2,RAFA1,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
NS,ARAF,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
NS,A-RAF,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
NS,ARAF1,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
NS,PKS2,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
NS,RAFA1,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
NS3,ARAF,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
NS3,A-RAF,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
NS3,ARAF1,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
NS3,PKS2,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
NS3,RAFA1,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
OES,ARAF,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
OES,A-RAF,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
OES,ARAF1,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
OES,PKS2,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
OES,RAFA1,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
RALD,ARAF,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
RALD,A-RAF,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
RALD,ARAF1,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
RALD,PKS2,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
RALD,RAFA1,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
RASK2,ARAF,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
RASK2,A-RAF,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
RASK2,ARAF1,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
RASK2,PKS2,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
RASK2,RAFA1,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
C-KI-RAS,ARAF,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
C-KI-RAS,A-RAF,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
C-KI-RAS,ARAF1,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
C-KI-RAS,PKS2,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
C-KI-RAS,RAFA1,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
C-KI-RAS2,ARAF,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
C-KI-RAS2,A-RAF,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
C-KI-RAS2,ARAF1,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
C-KI-RAS2,PKS2,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
C-KI-RAS2,RAFA1,"KRAS proto-oncogene,GTPase","B-Raf proto-oncogene,serine/threonine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Colorectal_cancer,KRAS -[PP -->]- ARAF
KRAS,RALGDS,"KRAS proto-oncogene,GTPase",ral guanine nucleotide dissociation stimulator,EGFR tyrosine kinase inhibitor resistance,Ras signaling pathway,Colorectal_cancer,KRAS -[PP -->]- RALGDS
KRAS,RGDS,"KRAS proto-oncogene,GTPase",ral guanine nucleotide dissociation stimulator,EGFR tyrosine kinase inhibitor resistance,Ras signaling pathway,Colorectal_cancer,KRAS -[PP -->]- RALGDS
KRAS,RGF,"KRAS proto-oncogene,GTPase",ral guanine nucleotide dissociation stimulator,EGFR tyrosine kinase inhibitor resistance,Ras signaling pathway,Colorectal_cancer,KRAS -[PP -->]- RALGDS
KRAS,RALGEF,"KRAS proto-oncogene,GTPase",ral guanine nucleotide dissociation stimulator,EGFR tyrosine kinase inhibitor resistance,Ras signaling pathway,Colorectal_cancer,KRAS -[PP -->]- RALGDS
C-K-RAS,RALGDS,"KRAS proto-oncogene,GTPase",ral guanine nucleotide dissociation stimulator,EGFR tyrosine kinase inhibitor resistance,Ras signaling pathway,Colorectal_cancer,KRAS -[PP -->]- RALGDS
C-K-RAS,RGDS,"KRAS proto-oncogene,GTPase",ral guanine nucleotide dissociation stimulator,EGFR tyrosine kinase inhibitor resistance,Ras signaling pathway,Colorectal_cancer,KRAS -[PP -->]- RALGDS
C-K-RAS,RGF,"KRAS proto-oncogene,GTPase",ral guanine nucleotide dissociation stimulator,EGFR tyrosine kinase inhibitor resistance,Ras signaling pathway,Colorectal_cancer,KRAS -[PP -->]- RALGDS
C-K-RAS,RALGEF,"KRAS proto-oncogene,GTPase",ral guanine nucleotide dissociation stimulator,EGFR tyrosine kinase inhibitor resistance,Ras signaling pathway,Colorectal_cancer,KRAS -[PP -->]- RALGDS
CFC2,RALGDS,"KRAS proto-oncogene,GTPase",ral guanine nucleotide dissociation stimulator,EGFR tyrosine kinase inhibitor resistance,Ras signaling pathway,Colorectal_cancer,KRAS -[PP -->]- RALGDS
CFC2,RGDS,"KRAS proto-oncogene,GTPase",ral guanine nucleotide dissociation stimulator,EGFR tyrosine kinase inhibitor resistance,Ras signaling pathway,Colorectal_cancer,KRAS -[PP -->]- RALGDS
CFC2,RGF,"KRAS proto-oncogene,GTPase",ral guanine nucleotide dissociation stimulator,EGFR tyrosine kinase inhibitor resistance,Ras signaling pathway,Colorectal_cancer,KRAS -[PP -->]- RALGDS
CFC2,RALGEF,"KRAS proto-oncogene,GTPase",ral guanine nucleotide dissociation stimulator,EGFR tyrosine kinase inhibitor resistance,Ras signaling pathway,Colorectal_cancer,KRAS -[PP -->]- RALGDS
K-RAS2A,RALGDS,"KRAS proto-oncogene,GTPase",ral guanine nucleotide dissociation stimulator,EGFR tyrosine kinase inhibitor resistance,Ras signaling pathway,Colorectal_cancer,KRAS -[PP -->]- RALGDS
K-RAS2A,RGDS,"KRAS proto-oncogene,GTPase",ral guanine nucleotide dissociation stimulator,EGFR tyrosine kinase inhibitor resistance,Ras signaling pathway,Colorectal_cancer,KRAS -[PP -->]- RALGDS
K-RAS2A,RGF,"KRAS proto-oncogene,GTPase",ral guanine nucleotide dissociation stimulator,EGFR tyrosine kinase inhibitor resistance,Ras signaling pathway,Colorectal_cancer,KRAS -[PP -->]- RALGDS
K-RAS2A,RALGEF,"KRAS proto-oncogene,GTPase",ral guanine nucleotide dissociation stimulator,EGFR tyrosine kinase inhibitor resistance,Ras signaling pathway,Colorectal_cancer,KRAS -[PP -->]- RALGDS
K-RAS2B,RALGDS,"KRAS proto-oncogene,GTPase",ral guanine nucleotide dissociation stimulator,EGFR tyrosine kinase inhibitor resistance,Ras signaling pathway,Colorectal_cancer,KRAS -[PP -->]- RALGDS
K-RAS2B,RGDS,"KRAS proto-oncogene,GTPase",ral guanine nucleotide dissociation stimulator,EGFR tyrosine kinase inhibitor resistance,Ras signaling pathway,Colorectal_cancer,KRAS -[PP -->]- RALGDS
K-RAS2B,RGF,"KRAS proto-oncogene,GTPase",ral guanine nucleotide dissociation stimulator,EGFR tyrosine kinase inhibitor resistance,Ras signaling pathway,Colorectal_cancer,KRAS -[PP -->]- RALGDS
K-RAS2B,RALGEF,"KRAS proto-oncogene,GTPase",ral guanine nucleotide dissociation stimulator,EGFR tyrosine kinase inhibitor resistance,Ras signaling pathway,Colorectal_cancer,KRAS -[PP -->]- RALGDS
K-RAS4A,RALGDS,"KRAS proto-oncogene,GTPase",ral guanine nucleotide dissociation stimulator,EGFR tyrosine kinase inhibitor resistance,Ras signaling pathway,Colorectal_cancer,KRAS -[PP -->]- RALGDS
K-RAS4A,RGDS,"KRAS proto-oncogene,GTPase",ral guanine nucleotide dissociation stimulator,EGFR tyrosine kinase inhibitor resistance,Ras signaling pathway,Colorectal_cancer,KRAS -[PP -->]- RALGDS
K-RAS4A,RGF,"KRAS proto-oncogene,GTPase",ral guanine nucleotide dissociation stimulator,EGFR tyrosine kinase inhibitor resistance,Ras signaling pathway,Colorectal_cancer,KRAS -[PP -->]- RALGDS
K-RAS4A,RALGEF,"KRAS proto-oncogene,GTPase",ral guanine nucleotide dissociation stimulator,EGFR tyrosine kinase inhibitor resistance,Ras signaling pathway,Colorectal_cancer,KRAS -[PP -->]- RALGDS
K-RAS4B,RALGDS,"KRAS proto-oncogene,GTPase",ral guanine nucleotide dissociation stimulator,EGFR tyrosine kinase inhibitor resistance,Ras signaling pathway,Colorectal_cancer,KRAS -[PP -->]- RALGDS
K-RAS4B,RGDS,"KRAS proto-oncogene,GTPase",ral guanine nucleotide dissociation stimulator,EGFR tyrosine kinase inhibitor resistance,Ras signaling pathway,Colorectal_cancer,KRAS -[PP -->]- RALGDS
K-RAS4B,RGF,"KRAS proto-oncogene,GTPase",ral guanine nucleotide dissociation stimulator,EGFR tyrosine kinase inhibitor resistance,Ras signaling pathway,Colorectal_cancer,KRAS -[PP -->]- RALGDS
K-RAS4B,RALGEF,"KRAS proto-oncogene,GTPase",ral guanine nucleotide dissociation stimulator,EGFR tyrosine kinase inhibitor resistance,Ras signaling pathway,Colorectal_cancer,KRAS -[PP -->]- RALGDS
K-RAS,RALGDS,"KRAS proto-oncogene,GTPase",ral guanine nucleotide dissociation stimulator,EGFR tyrosine kinase inhibitor resistance,Ras signaling pathway,Colorectal_cancer,KRAS -[PP -->]- RALGDS
K-RAS,RGDS,"KRAS proto-oncogene,GTPase",ral guanine nucleotide dissociation stimulator,EGFR tyrosine kinase inhibitor resistance,Ras signaling pathway,Colorectal_cancer,KRAS -[PP -->]- RALGDS
